time	gene_0	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7	gene_8	gene_9	gene_10	gene_11	gene_12	gene_13	gene_14	gene_15	gene_16	gene_17	gene_18	gene_19	gene_20	gene_21	gene_22	gene_23	gene_24	gene_25	gene_26	gene_27	gene_28	gene_29	gene_30	gene_31	gene_32	gene_33	gene_34	gene_35	gene_36	gene_37	gene_38	gene_39	gene_40	gene_41	gene_42	gene_43	gene_44	gene_45	gene_46	gene_47	gene_48	gene_49
0	0.7509112767382908	0.7539173810764264	0.015358254958906747	0.35706004860688634	0.3051019573245206	0.8082753516007429	0.44937357700514313	0.7257066096271478	0.8970890279860189	0.506689085402074	0.3709199375604586	0.15890500343278824	0.5507146394234098	0.07236422016868582	0.32810461704368643	0.8538642961816548	0.5679966443261661	0.1966213607244126	0.9457526718912236	0.8257569229793856	0.7207881469523575	0.21275659362463373	0.8566170726398306	0.8996926724078215	0.8491392215189928	0.33842426256116553	0.9502319188240357	0.5575279074773227	0.2959155435368003	0.34043714681312187	0.14502419957383428	0.4594743828158846	0.6706540941601716	0.7564485533515021	0.2913474733662039	0.6248892309094104	0.4611116233415532	0.8929319312471169	0.09307402953560018	0.8947745667416412	0.9274421613590013	0.7137803643904185	0.09718127371506768	0.3417662598314035	0.11610992180434476	0.165344694192315	0.052855530537701534	0.644199383145064	0.13322494602524626	0.17622202797833297
1	0.029072819579848766	0.03037330409688404	0.0005750816541146451	0.015290900438738392	0.01146058648386936	0.030936820207875224	0.018805648139591055	0.02946345534253184	0.03623209099373168	0.019390009852461094	0.014311549494605629	0.006340743848442519	0.02137503486631685	0.0029009402630009885	0.012304957187312475	0.033453432774058246	0.022049321371287442	0.00748907077924604	0.04007543863481758	0.03420830003232602	0.029695851992340497	0.008316224472275752	0.03614829675698979	0.03463943207717506	0.03368018879330643	0.012773011977080122	0.039975245286363016	0.02315792301037241	0.01131967194619572	0.013983502535197211	0.0060964518895240205	0.01774511094687307	0.025927082731800895	0.029200831029452593	0.011629976047129127	0.023631149912620275	0.01759203139279016	0.035049642832470945	0.0035079006275574843	0.03349094455486025	0.03908279680465397	0.027777691031763117	0.004157522898094898	0.013506053587150148	0.0047597986736043745	0.006451525673532119	0.002267914461118542	0.025466709388205885	0.005499954233567268	0.007360056394874926
2	0.0154681720509824	0.01908941177732243	0.0071447584790484036	0.01804801400086595	0.014019378253383646	0.017992345584058177	0.019125037333287367	0.02539989215264179	0.027596962298037753	0.012082966184121859	0.00818569207551228	0.007813300891379965	0.032038817085922926	0.0013798816330166735	0.03066039384593186	0.030505922530311178	0.029828935140212152	0.020638057829575156	0.02598407439621407	0.05102986492040777	0.019177804145448205	0.004585812411971579	0.027415510813852472	0.025325925427281466	0.031743660234662976	0.02227531714673969	0.020704890749921878	0.038504696944186095	0.008785813701421159	0.009886444229385928	0.005852943089565419	0.0111833999568517	0.02805908581274751	0.02882218186951175	0.02548290882161937	0.012873224020293242	0.03401941063816388	0.026763298962885748	0.020178972921772485	0.030726884069450015	0.02150126914746549	0.020689683138464466	0.006596686176640847	0.014275784974091264	0.024037225644652726	0.00452987682617576	0.003020499909639563	0.017600351015612335	0.015727584447277627	0.02562097429001349
3	0.009041237431857163	0.01371306877852	0.010980535099928395	0.019061278142395655	0.015686378125511786	0.010808337927801427	0.02009801005005256	0.023214757187942213	0.023142007625366362	0.007635852572046953	0.00476107928815938	0.008689736767676768	0.03723640300876731	0.0006775136673696839	0.04054840593336497	0.028921701831661373	0.035602221559671195	0.026024659720762986	0.018581594597892746	0.060535599127660204	0.013382625754051913	0.0025873538994317085	0.022394838206067157	0.01974721109815338	0.030243868834444562	0.027845403486450402	0.011670076821107893	0.04666697468057219	0.0069225517845679825	0.0075250409241513945	0.005780559505975848	0.008055897512217271	0.029238515315164044	0.027836769501079512	0.034821921674245505	0.0069959892819166465	0.0439811370972595	0.021213766558838373	0.02663084689840207	0.02707560889835757	0.012887005554562236	0.015860490431926853	0.00784978289447369	0.01501649704669131	0.034414331886885884	0.0034716635100133795	0.003590422304172607	0.01310979453642242	0.02241205122929484	0.03581062442869271
4	0.008614922833063726	0.011182131784625916	0.012863254034892009	0.01697776331942093	0.01668984329637088	0.007100454279207236	0.021630698264742277	0.022459667575771225	0.026273332438402304	0.005015278339134591	0.0031963367753420867	0.007462845276393884	0.0407936932898295	0.00036891026426257766	0.036268488413298876	0.028094611735693987	0.03839438097176627	0.02993873651376632	0.016038441462556095	0.06904685205456171	0.010143505315463748	0.001967774335037147	0.022141104527701946	0.014019608667670899	0.02347278136609963	0.0316863350145385	0.007073659586835403	0.049779589497902996	0.005829962802720279	0.006676522137149085	0.0047430585260259915	0.00756037680895638	0.02732646244262496	0.027609564848290895	0.0406970875807166	0.005031892801371438	0.051684304843739926	0.018201758124622713	0.02995168225087426	0.019250418436789797	0.008206829619083249	0.013299587424270728	0.01983700908174735	0.01604149051606535	0.04087952779734908	0.002649379717249435	0.0029508118136292987	0.012728110013150103	0.021491522232999986	0.03865763894622038
5	0.008904627610411346	0.009984789815681287	0.013646284797360115	0.014143116842742207	0.017250015975933695	0.004985297321000527	0.023705878303592283	0.022412004133920853	0.029070660295116218	0.003405036955131731	0.0022044105455295187	0.0062200440007533315	0.04399874792945429	0.00023182714699921514	0.030376442983013462	0.027521461240850715	0.039388393022972014	0.03257667109615467	0.0158031169842942	0.07739210574701284	0.008185743195078263	0.0015685031886806284	0.02390766084836175	0.00937294472529081	0.017077961477252223	0.034722776923431474	0.00450214002512919	0.04865766549219181	0.005197632363785316	0.007407774104424055	0.003638759271327399	0.007926599819266078	0.024455532758805163	0.028144189070568336	0.043857860063097096	0.004118789463166907	0.058792425130456315	0.016785478952425603	0.03221598716508698	0.013459092271214038	0.005449749909358105	0.012081791781692088	0.028166173948643368	0.016973617335308933	0.04500454541863206	0.0019792359187441265	0.002341049639283143	0.014185601068022741	0.019430940778955144	0.03717084514439636
6	0.009286677040225733	0.009310252645652049	0.014126195924780644	0.012073704718258162	0.017701771194909045	0.0037188122827749607	0.026024161746004706	0.022669381178420975	0.03128410533253702	0.0023588367149115345	0.0015804225328801581	0.005288708110766999	0.04686127355163779	0.00016472931732512827	0.025344518600717732	0.026590870468705587	0.03924680322342517	0.03385305193140239	0.015924305548859416	0.08507483595153849	0.006700869840742951	0.0013961837384968178	0.026290040832162277	0.0064646216763647405	0.012377488724848193	0.037267585040026426	0.002936009382045188	0.04615261119985492	0.004785835583026354	0.008967161342404792	0.0028704496651163485	0.007496103193380381	0.021816851144902536	0.02897829725622512	0.044665070484222254	0.0037706893841309074	0.06539428177926541	0.015907361027890147	0.033905496737151784	0.009636672498936094	0.0036888332120817552	0.011386142926304662	0.032660317381357606	0.017280707674745946	0.04803100639358432	0.0014294426312506227	0.0018607563098765193	0.016138642895526124	0.017495862373535197	0.03376518965480998
7	0.00967672094081338	0.008878824638431098	0.014555657675367258	0.010635737383974221	0.01798875893263238	0.002905978304461434	0.02849333089765572	0.023114615840901406	0.03317739992525894	0.001655951496178257	0.0011853118254986942	0.0045871695447956785	0.049520231315434274	0.00012629093242390817	0.02125975038587165	0.025378461756807177	0.0383635059971144	0.03414073670783663	0.015752161968949668	0.09220717012596559	0.005478892391014092	0.0013646485512207812	0.0287389107872157	0.004675134790830978	0.009254653958473627	0.03960369541427138	0.0019462931104238196	0.04344582929673577	0.004495520077100276	0.010843237596097746	0.00234239398059437	0.006378868971848726	0.01953236104135708	0.0300141399411271	0.0439682875039072	0.003712465867392874	0.07164408875558212	0.015139830797099832	0.03530490805092121	0.007081611225955064	0.0025248591810727496	0.010884581540267816	0.034191246668904315	0.01700712551389815	0.05035076930647747	0.001011041552889306	0.0014907491711737971	0.018109410526555667	0.015826421993427507	0.030034255839791704
8	0.01004901172165062	0.008561119952058924	0.014962359031195898	0.009624854307188443	0.018116237221502383	0.002366800145101417	0.030993639435835656	0.02362968915999215	0.03486090622488452	0.0011710135527884962	0.000933071564032749	0.004042644762142864	0.051953636220074886	0.0001025449509616358	0.017883117397489046	0.024008232452305548	0.03702977772621575	0.03394188005121636	0.015318792502918085	0.0987201310914784	0.004468107828348266	0.0014181457044811212	0.03108198857358106	0.0035553588126017105	0.007225161214704316	0.04176883257214755	0.0013059640268981156	0.04081713712959856	0.00427294703464159	0.01286507179294453	0.0019737898466574404	0.005168765721390261	0.017559285771915782	0.03114180903977405	0.042365092063272845	0.0038047590752313897	0.07747764097493919	0.014387125282123015	0.03649511673871155	0.005346188795657894	0.0017361635437583823	0.010458414795088177	0.033766672335090016	0.01636909770311486	0.05208634943218015	0.0007077917641237392	0.0012006166631224268	0.02001322441529059	0.014349946038626249	0.026543975838951284
9	0.010392686471245671	0.008289487115264262	0.015353050551234168	0.00889736286246097	0.01811529369373459	0.002003792798665092	0.0334525358908602	0.024147427658820327	0.03639328195256315	0.00083184871224547	0.0007739848556370475	0.0036156796685568315	0.054158544544017195	8.742531627955841e-05	0.015048751918580098	0.02255667834551846	0.03542228078713401	0.033540129640583186	0.014736812781572796	0.1045646742149638	0.003634538463421597	0.0015291149346997753	0.033169738854522283	0.002845797365308191	0.00591309899364984	0.04375490127681663	0.0008860589303680662	0.03837581218976016	0.00409570386913737	0.014986237330146845	0.0017163287918721263	0.0041180929259473364	0.015861841384545997	0.03229522201898696	0.04023935449599814	0.00398062736446313	0.08286296759450162	0.013637017661982808	0.03752756714187071	0.004169002505647919	0.0011952253262774643	0.010072755955152876	0.03218467901786027	0.015518864163167091	0.05336376796608647	0.0004927101467763819	0.0009704842964898566	0.021733692084667817	0.013013202213524222	0.02347386495641328
